Ticker,Name,EBIT/Tot Int Exp:2024,EBIT/Tot Int Exp:2023,EBIT/Tot Int Exp:2022,EBIT/Tot Int Exp:2021,EBIT/Tot Int Exp:2020C,EBIT/Tot Int Exp:2019,EBIT/Tot Int Exp:2018,EBIT/Tot Int Exp:2017,EBIT/Tot Int Exp:2016
AIAI CN Equity,NETRAMARK HOLDINGS INC, , , , , , , , , 
NTCT US Equity,NETSCOUT SYSTEMS INC,-17.3189,7.5785,6.043,3.413,0.8563,-2.738,-0.3212,6.7578,-4.037
NTWK US Equity,NETSOL TECHNOLOGIES INC,3.0587,-11.4766,-2.916,6.9006,3.0858,21.8985,7.2335,-3.2293,23.824
NETUM FH Equity,NETUM GROUP OYJ,2.3489,-0.7416,5.3151,1.9829,10.1618,3.6061, , , 
NTIP US Equity,NETWORK-1 TECHNOLOGIES INC, , , , , , , , , 
NRO FP Equity,NEURONES,42.8367,52.8989,42.8027,63.7402,50.8461,39.8006,83.8723,161.3849,123.5756
NRST IM Equity,NEUROSOFT,19.4435,37.7294,33.0966,16.3888,-38.0422,-34.3245,-18.7414,-18.1022,69.0527
NIHL US Equity,NEW INFINITY HOLDINGS LTD, , , , , , , , , 
REGRF US Equity,NEW WORLD SOLUTIONS INC, ,-30.249,-19513.8047,-3975.7227, , , , , 
NEXCOM DC Equity,NEXCOM A/S,-1.0286,-4.9923,-11.7403,-21.5,-360.1083,9.8516,3.5442, , 
NXO CN Equity,NEXOPTIC TECHNOLOGY CORP, , , , , , , , , 
NXPS US Equity,NEXPRISE INC, , , , ,-11.582, , , , 
NXR GR Equity,NEXR TECHNOLOGIES SE, , , ,-3.8241,-4.7353,-9.1932,-39.5732,-162.4918,108.0758
NXNT US Equity,NEXSCIENT INC, , , , , , , , , 
NEXT NO Equity,NEXT BIOMETRICS GROUP AS,-23034,-423.0319,-8011.6665,-539.3611,-245.7827,-3577.8914,-5340.4375,-10729.6377,-4082.3079
NTAR CN Equity,NEXTECH3D.AI CORP,-216.5959,-653.169,-879.8176,-1755.3569,-11897.1494, , , , 
NXGT US Equity,NEXTELIGENT HOLDINGS INC, , , , , , , , , 
NXT CN Equity,NEXTGEN DIGITAL PLATFORMS IN, , , , , , , , , 
NN US Equity,NEXTNAV INC, , , , , , , , , 
NXPL US Equity,NEXTPLAT CORP,-291.6543,-294.0253,-293.9863,-4.5133,-1.9901,-3.7865, , , 
NXU GR Equity,NEXUS AG,15.8968,16.8828,27.1688,17.8755,34.8774,28.9287,52.3483,121.6487,120.7582
NFSE US Equity,NFINANSE INC, , , , , , , , , 
NFO SS Equity,NFO DRIVES AB,-1.5108,-56.8667,-7.6,-0.6696,5.4886,7.1748,-9.1066,-41.8976,-920.75
NFN GR Equity,NFON AG,2.6992,-1.4173,-63.9681,-32.5527,-2.9185,-10.6153,-50.4345,-12.4926,-12.3725
NHCMF US Equity,NHC COMMUNICATIONS INC, , , , ,-14.5455, , , , 
NIIN GR Equity,NIIIO FINANCE GROUP AG, , , , , , , , , 
NNIT DC Equity,NNIT A/S,12,23.5,-95,-37.1667,17.4286,13.4375,31.932,29.0705,146451.5
NIR/H CN Equity,NOBLE IRON INC, , , ,37.9266,-6.0641, , ,-10.7621,-10.7053
NOKIA FH Equity,NOKIA OYJ,6.0613,4.5296,12.4359,11.9379,3.7447,1.9164,-0.221,-0.2161,-4.4802
NORBT NO Equity,NORBIT ASA,5.714,9.569,9.1914,8.9634,45.2972,16.838,4.1271,0.9285,-0.6403
NC5A GR Equity,NORCOM INFORMATION TECHNOLOG,-6.9493,-9.2054,-15.7862,-3.9894,-2.0727,0.4152,35.6625,173.8843,256.5536
NORDIG SS Equity,NORD INSURETECH GROUP AB,-16.1188,-21.3177,-683.3043,-13.6217,-86.5167,-6.9015,-16.3217, , 
NORDH NO Equity,NORDHEALTH AS - A,-208.8108,-1423.375,-815.4445,-108.7317, , , , , 
LEVEL SS Equity,NORDIC LEVEL GROUP AB,-1.4422,0.7572,-17.797,-9.9744,-8.9075,-11.2902,-12.908,-9.963,0.9283
NOD NO Equity,NORDIC SEMICONDUCTOR ASA,-13.035,3.0335,260.2271,105.7421,59.5247,11.1187,32.8224,17.6503,61.8344
NADA US Equity,NORTH AMERICAN DATACOM INC, , , , ,-5.6266, , , , 
CODE LN Equity,NORTHCODERS GROUP PLC,4.5784,-2.7215,2.9633, , , , , , 
NBA PL Equity,NOVABASE SGPS SA,7.644,9.4443,21.3827,14.4031,8.1516,6.089,12.1636,10.4545,3.1737
NTEKB SS Equity,NOVOTEK AB-B SHS,124.9123,15.6429,29.1475,75.4268,42.3543,60.5704,123.5352,26.9646,53.4675
NVI CN Equity,NOVRA TECHNOLOGIES INC,-9.3659,1.8734,-3.011,-4.4105,-14.6214,-5.8146,-13.4092,8.7137,-4.1511
NOWG US Equity,NOWIGENCE INC, , , , , , , , , 
NOW CN Equity,NOWVERTICAL GROUP INC, , , , , , , , , 
NSEO US Equity,NS8 CORP, , , , ,-1.7631, , , , 
NCI CN Equity,NTG CLARITY NETWORKS INC,23.72,6.3859,5.6469,9.0582,-5.4294,-6.9087,-0.0431,-1.4516,-20.7371
NBVA CN Equity,NUBEVA TECHNOLOGIES LTD,-42.0278,-315.4329,-283.0228,-53.7155, , , , , 
NUC GR Equity,NUCLETRON ELECTRONIC AG,-8.856,-0.6318, ,199.7778,115,66.1429,90.7619,50.5263,34.72
NTNX US Equity,NUTANIX INC - A,0.1818,-4.8305,-11.1705,-19.7549,-26.4729,-20.4019,-19.0949, , 
NUTX US Equity,NUTEX HEALTH INC,6.5533,-1.9472,-32.5533,27.4797,-15.4649,-74.8481,-7.654,-15.4972,-173.9415
NVEC US Equity,NVE CORP, , , , , , , , , 
NVDA US Equity,NVIDIA CORP,128.2957,16.1221,42.5466,24.6304,54.7308,65.5862,52.623,33.3448,15.8936
NXPI US Equity,NXP SEMICONDUCTORS NV,8.5854,8.3584,8.8923,7,1.1547,1.7324,9.9267,6.7806,-0.3676
NYXO US Equity,NYXIO TECHNOLOGIES CORP, , , , , , , , , 
OBDUB SS Equity,OBDUCAT AB-B SHS,-0.812,1.1932,-6.7615,-15.7348,-11.398,-6.3297,-28.7683, ,-37.6244
ALBIZ FP Equity,OBIZ SA,-0.1917,3.2255,1.0802, ,4.7513, , , , 
OBLG US Equity,OBLONG INC, ,-160.5357,-1157.2632,-536.0909,-28.5909, , , ,-1.3771
OVTZ US Equity,OCULUS INC, , , , , , , , , 
OJSY US Equity,OJSYS INC, , , , , , , , , 
OKTA US Equity,OKTA INC,-64.5,-73.8182,-8.3216,-2.8098,-6.8783,-7.9367, , , 
OLB US Equity,OLB GROUP INC,-254.1563,-158.1193, ,-40.816,-0.7038,-0.2152,-0.6035,-23.6198, 
OLI IM Equity,OLIDATA SPA,1.8033,8.8737,3.4072,6.0212,-13.2696,-19.1551,14.8122,61.346,-24.3984
OLO US Equity,OLO INC - CLASS A,-169.3894,-360.9808,-279.2649, ,102.5159,-23.242,-50.7572, , 
OMHI US Equity,OM HOLDINGS INTERNATIONAL I, , , , ,-8.9439, , , , 
OMDA US Equity,OMADA HEALTH INC, , , , , , , , , 
OMDA NO Equity,OMDA AS,-0.1997,2.421,-2.4316,-1.481,0.682,-1.0508,0.4193, , 
ON US Equity,ON SEMICONDUCTOR,28.374,33.9398,24.8683,9.8742,2.0707,2.9177,6.6084,4.8272,1.6986
ONTF US Equity,ON24 INC,-1489.9117,-666.6774, , , , , , , 
ONCI US Equity,ON4 COMMUNICATIONS INC, , , , ,-0.9329, , , , 
OSS US Equity,ONE STOP SYSTEMS INC,-180.215,-67.2742,9.6577,3.3142,-0.7703,-4.7054,-48.3398, ,-1.4382
ONEF SS Equity,ONEFLOW AB,-99.1597,-144.0778,-31.3543,-47.8565,-70.4472,-7.2566, , , 
OLMM US Equity,ONELIFE TECHNOLOGIES CORP, , , , , , , , , 
ONMD US Equity,ONEMEDNET CORP,-65.3401,-623,-28.3294, , , , , , 
ONEI US Equity,ONEMETA INC,-61.1945,-141.3953,-39.2653, , , , , , 
OSPN US Equity,ONESPAN INC, , , , , , , , , 
OS US Equity,ONESTREAM INC, , , , , , , , , 
ONE AU Equity,ONEVIEW HEALTHCARE PLC-CDI,-550.4767,-19.6078,-103.1659,-68.5399,-63.4925,-152.0604,-875.8704,-977.9747,-719.0776
MLONL FP Equity,ONLINEFORMAPRO, ,195.5139, ,257.9904,142.834, , ,21.147,6.6587
ONTO US Equity,ONTO INNOVATION INC, , , , , , ,200.8671,465.2826,102.0877
OODA SS Equity,OODASH GROUP AB,-3.0402,-8.9638,-48.5657,-92.4179,15.2578,-2.7669,-28.8015,-1381.6666, 
OOOO/H CN Equity,OOOOO ENTERTAINMENT COMMERCE, , , , , , , , , 
OTEX CN Equity,OPEN TEXT CORP,1.5692,1.3483,3.9674,4.767, , , , , 
OPTER SS Equity,OPTER AB, ,39.1974,709.647,162.6667,104.7688,1484.8682,1177.7111, , 
OCC US Equity,OPTICAL CABLE CORP,-2.8941,0.8616,0.6155,-2.8583,-9.7103,-9.9046,2.8605,-2.518,-1.9603
OPTL US Equity,OPTIMUM INTERACTIVE (USA), , , , , , , , , 
OPT CN Equity,OPTIVA INC,-0.749,-0.138,1.3172,1.7047,-1.8653, ,-8.623,-5.1423,-10.7473
ORA PZ Equity,ORA TECHNOLOGY PLC, , , , , , , , , 
ORCL US Equity,ORACLE CORP,4.3691,3.7355,3.9659,6.095,6.9654,6.501,6.5501,7.069,8.5917
OBS GR Equity,ORBIS AG,6.5013,4.8999,16.57,16.4944,13.2191,276.5385,493.2857,312,214.6
ALORD FP Equity,ORDISSIMO SA, ,-11.9772, , ,25.3287, , ,25.3287,17.597
OGNT US Equity,ORGANA TECHNOLOGIES GROUP IN, , , , , , , , , 
ORHB US Equity,ORHUB INC, , , , , , , , , 
ORIGO IR Equity,ORIGO HF, , ,6.0775,10.7165,5.6633,2.7689,4.345,2.9589,2.9838
OHHH US Equity,ORION HAUS HOMES & HOTELS IN, , , , , , , , , 
OSA IM Equity,OSAI AUTOMATION SYSTEM SPA, ,-3.537,2.5145,1.9985,3.5917,5.597,3.9628,2.8545, 
ALOSM FP Equity,OSMOZIS SAS, ,2.4134,4.3853,3.1527,-5.5947,3.0167, ,-5.0885,1.0178
OSR GR Equity,OSRAM LICHT AG,-1.8586,-6.0343,-0.7811,1.1616,-6.973,-24.6429,27.1,33.1667,24.2353
OTEC NO Equity,OTELLO CORP ASA,-22896,283.5, , , ,-10.6429,-43.7037,-4.0087,-0.9967
TR9 GR Equity,OTRS AG, ,-2272.9106,703.9314,3087.1985,2562.824,1616.4343,765.3453, ,3.9526
OURLIV SS Equity,OURLIVING AB,-21.7839,-21.5297,-157.3333,-74.0105,-59.8763,-297.1111,-240.6429,-89.7442,-20.25
OUST US Equity,OUSTER INC,-57.1459,-40.1152,-53.9803,-197.8373, , , , , 
OM US Equity,OUTSET MEDICAL INC,-4.7495,-13.3941,-45.154,-76.1044,-40.632,-16.5156,-10.0373, , 
OVH FP Equity,OVH GROUPE SA,0.8539,-0.5738,-1.8294,0.2151,1.3101,-1.4922,-2.5793, , 
OMG LN Equity,OXFORD METRICS PLC,2.6232,36.0614,37.2388,55.1791,16.4466,2381,28.8953, , 
PFSF US Equity,PACIFIC SOFTWARE INC, , , , , , , , , 
MLPAC FP Equity,PACTE NOVATION, ,4.6324,37.1161,13.1312,10.8198,24.5154,18.279,5.4666,-0.8924
PGY US Equity,PAGAYA TECHNOLOGIES LTD -A, , , , , , , , , 
PD US Equity,PAGERDUTY INC,-14.8071,-23.8132,-18.8423,-6.6515, , ,-54.5812, , 
PLTR US Equity,PALANTIR TECHNOLOGIES INC-A, ,34.5723,-39.7242,-112.9247,-83.01,-188.3188,-181.2326, , 
PANW US Equity,PALO ALTO NETWORKS INC,82.3976,14.239,-6.8905,-1.8622,-2.018,-0.6448,-3.5203,-7.3388,-6.7222
ICP GR Equity,PANAMAX AG, ,2.5423,-16.2661, ,17.7596,-35.5735,-28.1692, ,-309.9932
NARA CN Equity,PANGENOMIC HEALTH INC,-17.1763,-64.9072,-2777.9001,-352.2526,-41.287, , , , 
PANVP BB Equity,PANTECH - AUC, , , , , , , , , 
PCPJ US Equity,PAPERCLIP INC, , , , , , , , , 
PAR US Equity,PAR TECHNOLOGY CORP/DEL,-7.7798,-8.6148,-6.5863,-2.9691, , , , , 
4966 TT Equity,PARADE TECHNOLOGIES LTD, , , , , , , , , 
PGN GR Equity,PARAGON GMBH & CO KGAA,0.0753,-0.0549,-0.7748,-0.1388,-6.6741,-17.1077,3.2564,2.1744,3.7064
PRKR US Equity,PARKERVISION INC,-11.3985,23.6533,-21.1667,-31.6693,-19.4954,-18.8622,-130.1207,-268.1884,-234.7261
PSN US Equity,PARSONS CORP,8.2987,9.1551,8.008,7.4841,8.4852,2.1215,8.0651,9.5393,2.1447
JY0 GR Equity,PARTEC AG, ,200.0751,30.3799, , , , , , 
PASO US Equity,PATIENT ACCESS SOLUTIONS INC, , , , , , , , , 
PPRG US Equity,PATIENT PORTAL TECHNOLOGIES, , , , , , , , , 
PAYC US Equity,PAYCOM SOFTWARE INC,186.5588,234.2097,149.3214, ,9795.9473,240.6638,226.782,142.382,98.2046
PCTY US Equity,PAYLOCITY HOLDING CORP,343.1306,206.1516,169.8675,57.9271,95.2101, , , , 
PBHG US Equity,PBS HOLDING INC, , , , , , , , , 
PCSV US Equity,PCS EDVENTURES!.COM INC, , , , ,-0.6221, , , ,-0.6221
PDFS US Equity,PDF SOLUTIONS INC, , , , , , , , , 
PTOP US Equity,PEER TO PEER NETWORK, , , , ,-4.0441, , , , 
PGGG US Equity,PEGASUS GAMING CORP, , , , , , , , , 
PEGA US Equity,PEGASYSTEMS INC,18.1247,11.7734,-14.0407,-11.907,-7.4151, , , , 
PENG US Equity,PENGUIN SOLUTIONS INC, , , , , , , , , 
PEN LN Equity,PENNANT INTL GROUP PLC,-7.6755,0.0621,-2.626,-6.535,-24.112,-13.6667,1864.4,653.691,225.8721
PLWY US Equity,PEOPLES WAY.COM INC, , , , , , , , , 
PRSO US Equity,PERASO INC,-1243.5,-982.1429,-2019.5,-5.3971,-3.8767,-11.1955,-18.6014,-10.8231,-45.6536
PERF GA Equity,PERFOMANCE TECHNOLOGIES IT,27.6041,34.8921,21.3389,16.2571,13.0625,10.0286,13.3798,4.1554,1.7749
PO1 GR Equity,PERFORMANCE ONE AG, ,-23.6256,-46.6365,-117.952,144.4276,146.7327, , , 
PEXIP NO Equity,PEXIP HOLDING ASA,35.1866,-35.7433,-91.1956,-49.6547,1.7349,9.6957,10.7284, , 
PXPP US Equity,PHOENIX APPS INC, , , , ,-0.6476, ,-0.6476,-1.5529, 
PLAB US Equity,PHOTRONICS INC,663.2275,584.4111,114.0905,56.1151,27.008,36.5761,29.0128,14.2586,15.5944
PHR US Equity,PHREESIA INC,-73.6133,-125.1254,-100.4445,-15.1451,-6.2569,-2.7095, , , 
PHUN US Equity,PHUNWARE INC,-102.8815,-26.3653,-12.2618,-3.759,-5.1269,-21.191,-9.4793, , 
PTRK SS Equity,PHYSITRACK PLC,-13.3523,8.5823,1.8772,-4.6449,4187.0435,-70.534,-3.6134, , 
PIKL US Equity,PIKSEL INC CLASS A-2, , , , ,-10.0647, , , , 
PGFY US Equity,PINGIFY INTERNATIONAL INC, , , , , , , , , 
PBI US Equity,PITNEY BOWES INC,1.2095,0.7101,1.1288,1.2373,-0.1384,1.3281,2.2274,2.2034,2.3993
PVT CN Equity,PIVOTREE INC, , , , , , , , , 
PXLW US Equity,PIXELWORKS INC,-454.4493,-1145.4399,-336.34, ,-111.8661,-83.057,-13.0623, , 
NPT CN Equity,PLAINTREE SYSTEMS INC,5.5436,-4.0198,0.0056,6.0954,0.43,5.7263,3.6703,-6.2872,-2.3091
P4O GR Equity,PLAN OPTIK AG,30.5469,59.0971,34.5414,17.4724,-3.9449,13.9928,9.7151,6.8979,6.7477
PL US Equity,PLANET LABS PBC, , ,-14.5977,-9.2561, , , , , 
PLNW FP Equity,PLANISWARE SA,145.0723,158.9896,146.6332,219.1971,219.4167,591.3102,575.5367, ,13746456
PLEK GR Equity,PLENUM AG,27.6691,21.3674,18.8474,-12.2501,12.6844,-10.5222,9.8931, , 
PLXS US Equity,PLEXUS CORP,5.8087,6.2082,11.2363,12.3671,9.4897,11.0523,9.6747,9.5675,6.7946
PLYZ US Equity,PLYZER TECHNOLOGIES INC, , , , ,-14.6802,-14.6802,-2.6813,-259.6605,-2.9905
PTK CN Equity,POET TECHNOLOGIES INC,-359.5621,-290.7769,-396.2818,-46.6557,-15.7504,-13.3161, , , 
PPMH US Equity,POINT TO POINT METHODICS INC, , , , , , , , , 
PIHN US Equity,POLARIS INTERNATIONAL HOLDIN, , , , , , , , , 
PLT NO Equity,POLIGHT ASA,-424.2266,-341.668,-209.5152,-267.6453,-744.4783,-739.9066,-104.0931,-434.225,-200.3636
PRCH US Equity,PORCH GROUP INC,-1.518,-5.9807,-20.2966,-14.4806,-2.8069,-12.3524, , , 
PBIT CN Equity,POSABIT SYSTEMS CORP,-12.0466,-31.4993,56.9401,-12.6972,-6.2828,-799.7023, , , 
POWI US Equity,POWER INTEGRATIONS INC, , , , , , , , , 
AIOT US Equity,POWERFLEET INC,-8.3321,-7.8383,-7.0131,-2.8853,-0.7741,-10.7416,-33.1561,-11.962,-21.7338
PWS IM Equity,POWERSOFT SPA,142.8056,189.103,282.8555,161.2996,92.1438,132.5691,177.886, , 
PSTO US Equity,POWERSTORM HOLDINGS INC, , , , , , , , , 
PRTI CN Equity,PR TECHNOLOGY INC, , , , , , , , , 
PRCOB SS Equity,PRECIO FISHBONE AB,7.8586,8.7349,13.4345,46.678,63.6012,51.2649,368.1771,239.9298, 
PREC SS Equity,PRECISE BIOMETRICS AB,-24.3912,-26.458,-5.8646,-63.1076,-57.3465,1.9204,-9978.5,-1393.6,1814.7858
PRE IM Equity,PREDICT SPA,11.1313,7.7834,10.6597, , , , , , 
PAI/H CN Equity,PREDICTIV AI INC,-9.2566,-37.6206,-154.5427,-58.6315,-37.8645, ,-16.5135,-10.5082,-15.8096
PMPG US Equity,PREMIER PRODUCTS GROUP INC, , , , ,-19.3194,-2.7628,-5.333,-0.305,-4.196
PRST US Equity,PRESTO AUTOMATION INC, ,-4.4223, , , , , , , 
PREVB SS Equity,PREVAS AB-B SHS,10.2345,38.4004,54.6816,33.9531,36.0975,19.4791,4.8097,9.2255,-4.6761
PRICB SS Equity,PRICER AB-B SHS,4.1413,0.2818,1.0778,28.2824,64.6335,41.0908,357.6707,198.9036,236.5646
PMSO US Equity,PRIMAL SOLUTIONS INC, , , , ,0.6709, , , , 
PCYS US Equity,PRIMECARE SYSTEMS INC, , , , , , , , , 
PSWR US Equity,PRISM SOFTWARE CORP, , , , ,-2.0681, , , , 
PDA0 GR Equity,PRO DV AG,24.7469,125.5814,67.716,18.1046,5.7506,11.2588,28.4539,12.8268,23.8006
PACT SS Equity,PROACT IT GROUP AB,10.3864,7.783,12.9476,11.4041,11.7568,7.2216,20.3649,16.1839,13.5209
PROAC FP Equity,PROACTIS SA, , ,14.4,-23.35,-275.5, , , ,82
PCOR US Equity,PROCORE TECHNOLOGIES INC, , , , , , , , , 
ALPRO FP Equity,PRODWARE,2.2174,3.024,2.9182,-7.5634,3.8696,3.5189,3.784,4.4455,4.2445
ALPWG FP Equity,PRODWAYS GROUP SA,2.5616,-34.7845,17.7687,8.2222,-52.3652,-34.2895,-37,-31.5166,-61.5764
PROF GA Equity,PROFILE SYSTEMS & SOFTWARE S,7.9867,9.4296,13.2399,9.6358,7.5133,7.5469,6.6411,3.7002,3.4756
PRFO SS Equity,PROFOTO HOLDING AB,13.9167,29.8571,49.8,106,-3.3333,110,176, , 
PRGS US Equity,PROGRESS SOFTWARE CORP,3.8736,3.5907,8.368,5.7921,10.5927,4.0436,13.1703,15.2481,-7.1108
PRLO US Equity,PROLOGIC MANAGEMENT SYSTEMS, , , , , , , , , 
ALPRG FP Equity,PROLOGUE - REG, ,1.0536,3.9129,-0.2473,0.2546,-1.4157,6.7321,-4.996,-1.6845
PRO US Equity,PROS HOLDINGS INC,-4.1388,-8.6029, , , , , , , 
MAPS CN Equity,PROSTAR HOLDINGS INC,-341.0043,-246.6033,-511.2439,-310.8926,-35.6697,-33.4311,-0.221,-0.1713,-0.0213
TXTM US Equity,PROTEXT MOBILITY INC, , , , ,-1.6734, , , , 
PROVIT SS Equity,PROVIDE IT SWEDEN AB,6.8261,1703.8337,6516.5415,1714.0649,181.2802,447.619,230.8722,1941.0054,406.1551
PRXM US Equity,PROXIM WIRELESS CORP, , , , ,-7.7046, , , , 
PSAN GR Equity,PSI SOFTWARE SE,-3.5068,1.385,13.63,18.1491,5.886,7.4297,10.3964,10.2254,8.8162
PTC US Equity,PTC INC,4.9147,3.5426,8.2436,7.5429,2.759,1.4645,1.7424,0.9646,-1.2387
PTSH US Equity,PTS INC, , , , ,-3.8948, , , , 
PUBM US Equity,PUBMATIC INC-CLASS A, , , , , , , , , 
PUGE US Equity,PUGET TECHNOLOGIES INC, , , , , , , , , 
PULS LN Equity,PULSAR GROUP PLC,-24.2708,-41.3913,-25.0746,-26.8618,-474,-27.3263,-9.6563,-9.2857,-7.3823
PLFX US Equity,PULSE EVOLUTION CORP, , , , , , , , , 
PSTG US Equity,PURE STORAGE INC - CLASS A,7.1564,17.5854,-2.6828,-8.3124,-6.8568, , , , 
TPE GR Equity,PVA TEPLA AG,33.3078,79.581,130.6667,75.7479,77.1583,72.8107,14.3891,3.2032,3.9372
PWCO US Equity,PWRCOR INC, , , , , , , , , 
QBY GR Equity,Q.BEYOND AG,-9.1458,-21.5295,-167.2073,49.1262,-40.5733,14.397,1.8675,1.5262,-2.1725
QTWO US Equity,Q2 HOLDINGS INC,-8.557,-15.0134,-15.6922,-2.3584,-3.4851,-3.2896,-3.1345,-216.9919,-71.2152
QBNK SS Equity,QBNK HOLDING AB,-99.4375,-2562.6667,-7349,-5738, , ,1.3077,-8.9626,-10.8364
QLIRO SS Equity,QLIRO AB, , , , , , , , , 
QLOSRB SS Equity,QLOSR GROUP AB,-2.5533,-4.7254,-3.8131, , , , , ,-1235.6825
QCORE SS Equity,QLUCORE AB,-47.6544,-55.0845,-81.4965,-14.3033,9.8403, , , , 
QRVO US Equity,QORVO INC,1.2711,2.5312,18.2924,11.4332,6.4131,4.1026,0.9608,1.215,0.4197
QPR1V FH Equity,QPR SOFTWARE OYJ,-0.2963,-8.5579,-95.5172,-65.6842,-85,-19.3636,130.25,-36.3333,254
QTCOM FH Equity,QT GROUP OYJ,225.6036,46.4652,89.2736,193.3624,137.2339,1.5423,-154.8,-15.7157,-3.402
QDT FP Equity,QUADIENT SA,3.5874,2.4436,4.416,2.8457,1.9012,4.9219,4.8232,5.7796,5.9656
QLCO GA Equity,QUALCO GROUP SA,7.9611,10.1309,11.1281,35.5795,18.3509,2.8502,-2.1773, , 
QCOM US Equity,QUALCOMM INC,14.4491,11.2219,32.3673,17.5116,10.3904,12.2281,0.8086,5.2915,21.8687
QUAL GA Equity,QUALITY AND RELIABILITY S.A.,3.1828,3.0063,2.1751,-1.3491,-2.2088,-2.1206,-1.5646,0.8827,-0.3898
QBAK US Equity,QUALSTAR CORP, , , , , , , , , 
QLYS US Equity,QUALYS INC, , , , ,10739.333,681.6321,292.7965,12414.333,1157.9615
QGSI US Equity,QUANTGATE SYSTEMS INC, , , , , , , , , 
QUBT US Equity,QUANTUM COMPUTING INC,-10.3914,-16.3814,-19.9237,-1.5581,-2.2139,-0.4361,-6.5113, , 
QMCO US Equity,QUANTUM CORP,-1.9138,-1.5797,-1.1642,0.3053,0.8364,-0.225,-2.4526,1.5354,-9.947
QNC CN Equity,QUANTUM EMOTION CORP,-131.6591,-108.6747,-110.7788, , ,-1060.6089, ,-2312.9209,-716.1449
QTRH CN Equity,QUARTERHILL INC,-2.4634,-2.6527,-5.3152,-11.9364,16.085,38.2437,-265.6909,9.7113, 
QUEST GA Equity,QUEST HOLDINGS SA,7.0157,7.2427,12.6066,32.6471,9.2644,7.6925,11.2888,4.4022,1.4362
QUIK US Equity,QUICKLOGIC CORP,-8.4507,0.3256,-25.6757,-57.8154,-43.8943,-43.8943,-125.8889,-121.3044,-107.44
QIS CN Equity,QUORUM INFORMATION TECH INC,2.7215,0.0071,0.2751,-1.0864,-0.3039,0.0385,-19.5317,22.0173,15.8345
MODE LN Equity,R8 CAPITAL INVESTMENTS PLC, ,-6.1532,-107.3281, ,-7.3558,-7.3558, ,-65.5, 
RDAR US Equity,RAADR INC, , , , ,-10.4135, , , , 
RXT US Equity,RACKSPACE TECHNOLOGY INC,-9.2765,-4.0587,-3.2566,-0.0122,0.092,0.308,-0.8438,-0.5264, 
RAD CN Equity,RADIAL RESEARCH CORP,-1.7626,-1.6575,-3.9792,-3.2308,-3.8963, , , , 
RAIL CN Equity,RAILTOWN AI TECHNOLOGIES INC, , , , , , , , , 
RMDX SS Equity,RAILWAY METRICS & DYNAMICS S,-2103.5,-666,-57.4951, , , , , , 
VCTL US Equity,RAINMAKER SYSTEMS INC, , , , ,-61.5351, , , , 
RMBS US Equity,RAMBUS INC,129.2436,103.1134,41.0576,2.268,-4.2605,-10.6109,-5.3413,3.9655,2.6396
RWWI US Equity,RAND WORLDWIDE INC, , , , ,15.9488, , , , 
RLOSB SS Equity,RANLOS AB, ,-125.2439,-57.6643,-25.1935,-13.9132,-5.1368,-5092.0571, , 
RPLAN SS Equity,RANPLAN GROUP AB,-4.9487,-8.0934,-79.9485,-10.8202,-12.0025,-39.84,-134.2803, , 
RPD US Equity,RAPID7 INC,3.1957,-1.3028,-10.1634,-8.4009,-3.0699,-3.4353, , , 
RPDT US Equity,RAPIDTRON INC, , , , ,-21.746, , , , 
RPI LN Equity,RASPBERRY PI HOLDINGS PLC,7.3333,48.1797,692,64.2637, , , , , 
RAYB SS Equity,RAYSEARCH LABORATORIES AB,27.985,12.6111,2.5044,-10.61,4.5081,7.2684,30.5035,70.7728,120.7356
RCMT US Equity,RCM TECHNOLOGIES INC,10.079,16.935,77.8324, , , , , , 
REALCONS GA Equity,REAL CONSULTING IT BUSINESS,16.2102,13.0178,10.09,9.1311,5.4402,5.9661, , , 
REAL CN Equity,REAL MATTERS INC,-11.737,-32.9187,-68.6629,120.1674,132.5963,84.5526,-40.4024,-23.0079,-1.7132
REALFI SS Equity,REALFICTION HOLDING AB,-5.0137,-15.5282,-2.4882,-10.0141,-26.0801,-17.9834,-9.7396,-37.2996,-5.4045
RTC GR Equity,REALTECH AG,16.7333,30.3239,-355.5161,49.666,-15.4216,-9.9934,-325.3003,11.1946,-5.1696
RBTI US Equity,RED BRANCH TECHNOLOGIES INC, , , , , , , , , 
RDVT US Equity,RED VIOLET INC, , , ,-187.8571, , , , , 
RCN LN Equity,REDCENTRIC PLC,0.1657,-2.6796,6.169,8.7548,-4.6449,-0.2612,0.6474,-2.3903,-4.1389
RCT US Equity,REDCLOUD HOLDINGS PLC,-4.2606,-4.2046,-2.9706, , , , , , 
REGU AV Equity,REGUEST SPA, , , , , , , , , 
REKR US Equity,REKOR SYSTEMS INC,-20.538,-7.5382,-4084.9524,-1179.037,-4.7335,-1.9273,-10.4126,-21.7263, 
RLBY US Equity,RELIABILITY INC,-6.5463,-8.1413,-5.2982,-7.7179,-3.516,2.4749,-2.4568,-2.2112,-4.4702
RMTD US Equity,REMOTE DYNAMICS INC, , , , ,-3.1133, , , , 
RW CN Equity,RENOWORKS SOFTWARE INC,-725.0822,-5225.5356,-154.6436,-17.0385,39.5497, ,-32.9057,-36.7757,-0.1146
REY IM Equity,REPLY SPA,35.4756,31.5051,48.0758,43.6643,37.8671,36.9291,108.1781,139.5502,97.9292
