Ticker,Name,Debt/Assets:2024,Debt/Assets:2023,Debt/Assets:2022,Debt/Assets:2021,Debt/Assets:2020,Debt/Assets:2019,Debt/Assets:2018,Debt/Assets:2017,Debt/Assets:2016
NADA US Equity,NORTH AMERICAN DATACOM INC, , , , , , , , , 
CODE LN Equity,NORTHCODERS GROUP PLC,6.8007,10.5677,15.4253, , , , , , 
NBA PL Equity,NOVABASE SGPS SA,12.4824,15.7454,8.8552,13.2976,18.2134,15.8228,11.4249,12.8885,12.5801
NTEKB SS Equity,NOVOTEK AB-B SHS,4.1257,7.8717,4.8248,4.4727,5.0576,5.8283,0,0,0
NVI CN Equity,NOVRA TECHNOLOGIES INC,74.0533,56.8512,51.2411,47.4092,49.9328,48.99,24.9127,1.2018,34.5974
NOWG US Equity,NOWIGENCE INC, , , , , , , , , 
NOW CN Equity,NOWVERTICAL GROUP INC,24.1872,39.0675,39.8286, , , , , , 
NSEO US Equity,NS8 CORP, , , , , , , , , 
NCI CN Equity,NTG CLARITY NETWORKS INC,23.1739,57.3533,88.8597,114.1354,228.6583,256.7052,91.4954,88.4861,88.5106
NBVA CN Equity,NUBEVA TECHNOLOGIES LTD,0.8049,0.7414,0.5887,7.0079,4.482,0,0, , 
NUC GR Equity,NUCLETRON ELECTRONIC AG,0,0, ,2.4505,3.0174,2.8137,0,0,0
NTNX US Equity,NUTANIX INC - A,32.1164,52.2451,54.4636,52.107,36.3906,25.6942,26.8519,0,18.3569
NUTX US Equity,NUTEX HEALTH INC,51.9283,69.243,61.8877,45.243,272.5175,37.0413,240.2563,11.6016,9.7879
NVEC US Equity,NVE CORP,0.5318,0.749,0.8925,1.0093,1.0487,0,0,0,0
NVDA US Equity,NVIDIA CORP,16.8208,29.2142,26.7748,26.807,15.2642,14.9564,17.792,28.6556,20.5427
NXPI US Equity,NXP SEMICONDUCTORS NV,45.6387,46.9511,49.1565,51.8069,39.5324,38.1095,34.157,27.2984,36.8985
NYXO US Equity,NYXIO TECHNOLOGIES CORP, , , , , , , , , 
OBDUB SS Equity,OBDUCAT AB-B SHS,24.3674,27.0773,19.5371,23.3016,6.9575,16.6419,15.6199,9.9959,3.4466
ALBIZ FP Equity,OBIZ SA,40.9059,29.4919,36.8909,30.2478,52.0539, , , , 
OBLG US Equity,OBLONG INC,0,0.2455,4.1689,2.5448,13.2073,25.2686,0,10.1336,64.6061
OVTZ US Equity,OCULUS INC,0,0,0,0,0,0,0,0,0
OJSY US Equity,OJSYS INC, , , , , , , , , 
OKTA US Equity,OKTA INC,14.4176,25.4432,22.0411,59.6944,56.4735,42.5346,0,0,0
OLB US Equity,OLB GROUP INC,2.9579,2.0674,2.1477,0.8925,56.7673,83.297,79.3798,0, 
OLI IM Equity,OLIDATA SPA,13.0649,14.6386,8.5401,18.7078,13.6187,12.5475,16.0207,6.008,212.1643
OLO US Equity,OLO INC - CLASS A,1.8527,2.2653,2.5848,0,0,10.5593, , , 
OMHI US Equity,OM HOLDINGS INTERNATIONAL I, , , , , , , , , 
OMDA NO Equity,OMDA AS,61.3358,62.0746,71.2898,60.3035,42.9871,13.1696,9.6047, , 
ON US Equity,ON SEMICONDUCTOR,25.8584,27.4275,29.3225,33.9954,41.9843,44.2288,36.4555,41.0251,52.7872
ONTF US Equity,ON24 INC,1.3501,1.9226,2.1936,0.8312,17.9214,35.1129,60.7273, , 
ONCI US Equity,ON4 COMMUNICATIONS INC, , , , , , , , , 
OSS US Equity,ONE STOP SYSTEMS INC,7.675,8.773,7.6211,2.2052,8.6788,4.3416,1.9081, ,28.2972
ONEF SS Equity,ONEFLOW AB,3.5196,5.543,3.0154,45.4148,6.3521,27.9682, , , 
OLMM US Equity,ONELIFE TECHNOLOGIES CORP, , , , , , , , , 
ONMD US Equity,ONEMEDNET CORP,0,0,0,0, , , , , 
ONEI US Equity,ONEMETA INC,0,19.41,0, , , , , , 
OSPN US Equity,ONESPAN INC,2.7405,3.0606,3.1932,3.6977,4.0655,3.6427,0,0,0
OS US Equity,ONESTREAM INC,2.2587,5.5391,5.9098, , , , , , 
ONE AU Equity,ONEVIEW HEALTHCARE PLC-CDI,4.4311,4.2673,4.2575,5.7129,10.6132,9.7993,0,0,0
MLONL FP Equity,ONLINEFORMAPRO, ,0.4242, ,9.9061,22.7059, , ,14.6255,10.8229
ONTO US Equity,ONTO INNOVATION INC,0.716,0.7345,0.9107,0.8337,1.4252,1.7173,0,0,0
OODA SS Equity,OODASH GROUP AB,0.9906,17.3553,8.2694,9.1922,13.3645,0,0,0, 
OOOO/H CN Equity,OOOOO ENTERTAINMENT COMMERCE, , , , , , , , , 
OTEX CN Equity,OPEN TEXT CORP,47.0755,54.1041,43.9597,40.2903,43.7286,32.958,33.7478,34.3533,41.6361
OPTER SS Equity,OPTER AB,0,0,0,0,0,0,0, , 
OCC US Equity,OPTICAL CABLE CORP,32.0769,26.8298,27.7848,24.8825,44.9004,28.8195,21.856,30.8186,29.376
OPTL US Equity,OPTIMUM INTERACTIVE (USA), , , , , , , , , 
OPT CN Equity,OPTIVA INC,0,120.203,101.2676,93.8805,111.5774, ,0,0,25.5997
ORA PZ Equity,ORA TECHNOLOGY PLC,0,0,0, , , , , , 
ORCL US Equity,ORACLE CORP,67.0107,70.9504,72.7605,66.3649,63.8195,51.6673,43.9743,42.8984,39.0934
OBS GR Equity,ORBIS AG,10.3836,11.6704,12.4918,11.5502,13.5713,8.5901,0.1682,0.3504,0.3406
ALORD FP Equity,ORDISSIMO SA, ,13.8505, , , , , ,18.0036,16.0906
OGNT US Equity,ORGANA TECHNOLOGIES GROUP IN, , , , , , , , , 
ORHB US Equity,ORHUB INC, , , , , , , , , 
ORIGO IR Equity,ORIGO HF, , ,21.0647,20.8284,19.2001,19.7119,7.1348,24.8657,31.1169
OHHH US Equity,ORION HAUS HOMES & HOTELS IN, , , , , , , , , 
OSA IM Equity,OSAI AUTOMATION SYSTEM SPA, ,47.8444,42.4358,34.6427,33.1969,45.8677,44.7544,45.9155,24.1054
ALOSM FP Equity,OSMOZIS SAS, ,41.4648,56.4715,58.3348,55.9074,43.6701, ,47.4351,62.3399
OSR GR Equity,OSRAM LICHT AG,40.8953,37.5844,31.7482,36.1572,24.0532,17.301,8.6699,5.2855,2.0829
OTEC NO Equity,OTELLO CORP ASA,0,0.0762,0.1821,0.0822,9.17,6.2012,0,0.0157,12.0086
TR9 GR Equity,OTRS AG, ,0,0,0,0,0,0,0,0
OURLIV SS Equity,OURLIVING AB,39.915,21.1936,13.0971,3.0197,11.5067,1.7513,2.0888,3.4493,21.9669
OUST US Equity,OUSTER INC,7.333,21.1336,21.9394,6.2642,0, , , , 
OB US Equity,OUTBRAIN INC,2.8798,19.6951,31.7073,29.6523,0, , , , 
OM US Equity,OUTSET MEDICAL INC,73.1913,43.3995,25.8001,8.1573,9.5585,32.8973,18.762, , 
OVH FP Equity,OVH GROUPE SAS,52.5201,49.8822,42.962,62.2197,63.1577,43.5628,38.3352, , 
OMG LN Equity,OXFORD METRICS PLC,4.0349,4.433,1.5881,4.2011,5.1168,0,0,0,0
PFSF US Equity,PACIFIC SOFTWARE INC, , , , , , , , , 
MLPAC FP Equity,PACTE NOVATION, ,0.0485,0.0387,0.0476,0.045,0.0501,0.0443,0.0403,0.1011
PGY US Equity,PAGAYA TECHNOLOGIES LTD -A,52.7323,26.1221,18.0587,0,0, , , , 
PD US Equity,PAGERDUTY INC,49.8234,36.8659,38.1448,31.345,0,0,0, , 
PLTR US Equity,PALANTIR TECHNOLOGIES INC-A,3.7726,5.0723,7.2056,8.0085,16.9803,27.5211,5.3159, , 
PANW US Equity,PALO ALTO NETWORKS INC,7.0547,15.6588,32.2591,35.2015,38.3723,21.6923,32.2766,15.2604,17.5005
ICP GR Equity,PANAMAX AG, ,0,0, ,0,0,0,0,0
NARA CN Equity,PANGENOMIC HEALTH INC, ,0,0,0,0, , , , 
PANVP BB Equity,PANTECH - AUC, , , , , , , , , 
PCPJ US Equity,PAPERCLIP INC, , , , , , , , , 
PAR US Equity,PAR TECHNOLOGY CORP/DEL,27.2801,47.574,46.0155,35.0455,31.7592,34.8738,8.2583,1.1603,0.4546
4966 TT Equity,PARADE TECHNOLOGIES LTD,1.2329,1.1051,0.7377,1.2255,1.5076,1.3181,0,0,0
PGN GR Equity,PARAGON GMBH & CO KGAA,70.5392,66.812,69.2408,72.5739,67.6431,54.359,30.5377,27.6854,42.5614
PRKR US Equity,PARKERVISION INC,65.7085,1054.7352,2909.823,1361.0465,953.6804,821.8289,468.0145,187.688,175.0242
PSN US Equity,PARSONS CORP,25.9604,19.3552,21.8706,20.9077,21.073,14.6433,16.4268,10.974, 
JY0 GR Equity,PARTEC AG, ,1.2292,9.8435, , , , , , 
PASO US Equity,PATIENT ACCESS SOLUTIONS INC, , , , , , , , , 
PPRG US Equity,PATIENT PORTAL TECHNOLOGIES, , , , , , , , , 
PAYC US Equity,PAYCOM SOFTWARE INC,1.4232,1.8094,1.794,1.8683,2.2543,2.4662,2.2596,2.2773,2.765
PCTY US Equity,PAYLOCITY HOLDING CORP,1.2825,1.6904,1.4373,2.7828,8.7276,0,0,0,0
PBHG US Equity,PBS HOLDING INC, , , , , , , , , 
PCSV US Equity,PCS EDVENTURES!.COM INC,3.4879, , , , , , , ,179.2509
PDFS US Equity,PDF SOLUTIONS INC,1.6426,2.1321,2.6354,2.5628,2.9355,3.9842,0,0,0
PTOP US Equity,PEER TO PEER NETWORK, , , , , , , , , 
PGGG US Equity,PEGASUS GAMING CORP, , , , , , , , , 
PEGA US Equity,PEGASYSTEMS INC,31.085,38.4759,50.6556,43.0195,37.1384,6.9551,0,0,0
PENG US Equity,PENGUIN SOLUTIONS INC,49.229,57.5685,41.4195,30.5307,28.1851,29.3272,31.4523,36.9335,52.9162
PEN LN Equity,PENNANT INTL GROUP PLC,24.6925,20.838,10.571,23.9458,16.7179,16.529,0.1379,0.188,0.2211
PLWY US Equity,PEOPLES WAY.COM INC, , , , , , , , , 
PRSO US Equity,PERASO INC,4.4546,6.7108,5.1454,1.391,56.6737,32.1736,22.7203,39.5868,30.3923
PERF GA Equity,PERFOMANCE TECHNOLOGIES IT,7.6351,7.1313,12.7421,14.1722,21.5785,30.7817,19.5372,33.0013,26.3943
PO1 GR Equity,PERFORMANCE ONE AG, ,36.5956,41.754,0,0,0, , , 
PEXIP NO Equity,PEXIP HOLDING ASA,2.8593,2.4649,4.2215,5.0062,4.1407,6.2133,2.4301, , 
PXPP US Equity,PHOENIX APPS INC, , , , , , , ,1624.9247,0
PLAB US Equity,PHOTRONICS INC,1.341,2.4164,3.4667,8.6303,5.7784,4.7163,5.1759,6.0714,6.8369
PHR US Equity,PHREESIA INC,3.2358,2.4807,3.1955,4.384,15.0317,54.4784,40.1397, , 
PHUN US Equity,PHUNWARE INC,0.812,98.038,25.0278,6.4959,26.3601,3.8035,5.4039,0,0
PTRK SS Equity,PHYSITRACK PLC,15.7615,9.3713,2.0131,0.002,22.4271,22.9127,20.2828, , 
PIKL US Equity,PIKSEL INC CLASS A-2, , , , , , , , , 
PGFY US Equity,PINGIFY INTERNATIONAL INC, , , , , , , , , 
PBI US Equity,PITNEY BOWES INC,61.2217,54.7017,54.3955,52.5615,53.7375,54.2227,57.8584,57.3514,57.6463
PVT CN Equity,PIVOTREE INC, , , , , , , , , 
PXLW US Equity,PIXELWORKS INC,6.026,6.5865,4.4408,4.9644,9.8934,8.9039,0,8.9854,0
NPT CN Equity,PLAINTREE SYSTEMS INC,41.6119,44.6781,37.2808,18.9524,22.9419,11.259,16.4311,24.7763,23.7532
P4O GR Equity,PLAN OPTIK AG,11.247,15.7165,23.3063,29.2792,21.0977,22.7113,20.4022,14.3015,17.0621
PL US Equity,PLANET LABS PBC,3.5513,2.9267,0,17.7527, , , , , 
PLNW FP Equity,PLANISWARE SA,5.6764,5.8855,7.0508,4.2409,6.0501, , , , 
AGS US Equity,PLAYAGS INC,77.4272,83.3115,83.1732,84.7584,83.8763,70.8209,72.18,93.442,87.3335
PLEK GR Equity,PLENUM AG, ,7.0741,9.8773,11.4246,7.7311,10.8923,14.6381,0,0
PLXS US Equity,PLEXUS CORP,9.3312,14.3917,14.8332,12.2342,16.5647,14.3926,9.7595,15.844,14.8661
PLYZ US Equity,PLYZER TECHNOLOGIES INC, , , , , ,148.1814,43.0346,0,308.676
PTK CN Equity,POET TECHNOLOGIES INC,10.3979,6.1781,2.0063,1.44,34.5551,13.7589,0,0,0
PPMH US Equity,POINT TO POINT METHODICS INC, , , , , , , , , 
PIHN US Equity,POLARIS INTERNATIONAL HOLDIN, , , , , , , , , 
PLT NO Equity,POLIGHT ASA,4.054,1.4022,2.2834,2.0424,0.7393,1.3842,0.2733,1.0518,1.3665
PRCH US Equity,PORCH GROUP INC,49.9007,48.8149,42.525,39.9265,17.8647,126.1038, , , 
PBIT CN Equity,POSABIT SYSTEMS CORP,0.7093,1.3896,2.0574,1.7018,9.8831,20.9821,0,0, 
POWI US Equity,POWER INTEGRATIONS INC,1.8774,1.2173,1.0387,1.1258,1.11,1.1177,0,0,0
AIOT US Equity,POWERFLEET INC,39.9997,12.6303,13.6589,14.8921,18.4688,18.8882,0,0,6.7645
PWS IM Equity,POWERSOFT SPA,5.9724,3.6667,2.5777,2.7252,4.1449,5.4796,0.4797, , 
PSTO US Equity,POWERSTORM HOLDINGS INC, , , , , , , , , 
PRTI CN Equity,PR TECHNOLOGY INC, , ,320.86,3.5953,8.6724, , , , 
PRCOB SS Equity,PRECIO FISHBONE AB,9.2963,5.1357,17.5518,12.2775,7.4945,9.139,2.4352,0, 
PREC SS Equity,PRECISE BIOMETRICS AB,10.2838,10.3101,15.3479,3.1508,4.4452,0.6291,0,0,0
PRE IM Equity,PREDICT SPA, ,4.7097,9.5752, , , , , , 
PAI/H CN Equity,PREDICTIV AI INC,577.5089,229.2399,0,0,48.7575,0,0,134.636,78.7564
PMPG US Equity,PREMIER PRODUCTS GROUP INC, , , , , , , ,364815.4688,402808.3438
PRST US Equity,PRESTO AUTOMATION INC, ,10.0156, ,0,0,0, , , 
PREVB SS Equity,PREVAS AB-B SHS,23.3704,6.8608,10.1027,13.3745,9.8886,16.4839,15.1264,19.0258,19.2417
PRICB SS Equity,PRICER AB-B SHS,25.0945,0.9519,13.1578,8.5704,3.2485,4.8751,0,0,0
PMSO US Equity,PRIMAL SOLUTIONS INC, , , , , , , , , 
PCYS US Equity,PRIMECARE SYSTEMS INC, , , , , , , , , 
PSWR US Equity,PRISM SOFTWARE CORP, , , , , , , , , 
PRVA US Equity,PRIVIA HEALTH GROUP INC,0.4922,0.829,1.4509,6.7746,10.2317,15.9509, , , 
PDA0 GR Equity,PRO DV AG,0,0,0,0,0,0,0,0,0
PACT SS Equity,PROACT IT GROUP AB,10.8021,11.5781,17.3554,22.1789,16.7532,20.1931,5.2549,9.0124,10.7142
PROAC FP Equity,PROACTIS SA, ,3.3714,2.6828,3.2215,4.9719, , , ,0.4503
PCOR US Equity,PROCORE TECHNOLOGIES INC,3.8081,4.9601,5.4194,5.7232,12.4175,17.6721,27.9953, , 
ALPRO FP Equity,PRODWARE,50.2248,47.6068,52.6478,57.1801,38.3677,39.5214,34.8325,31.5928,34.2073
PWG FP Equity,PRODWAYS GROUP SA,20.7285,24.5449,20.2026,20.4358,21.8519,14.401,5.8292,5.5903,29.3701
PROF GA Equity,PROFILE SYSTEMS & SOFTWARE S,15.0687,12.6892,16.3372,17.2915,12.5565,12.604,12.8758,14.0528,16.5089
PRFO SS Equity,PROFOTO HOLDING AB,29.4725,15.1439,14.9813,12.3077,14.8588,12.0344,0.211, , 
PRGS US Equity,PROGRESS SOFTWARE CORP,61.8025,46.613,45.3844,43.3688,39.9779,33.4425,18.022,16.962,17.8849
PRLO US Equity,PROLOGIC MANAGEMENT SYSTEMS, , , , , , , , , 
ALPRG FP Equity,PROLOGUE - REG, ,22.9861,21.8224, ,34.7721,29.4193,14.7617,16.7422,21.6613
PRO US Equity,PROS HOLDINGS INC,71.6581,76.989,71.8895,67.7026,49.6441,27.3263,51.5348,73.8537,53.7214
MAPS CN Equity,PROSTAR HOLDINGS INC,0,35.6398,0,2.1715,3.427,1003.2775,122.1352,124.6788,123.9967
TXTM US Equity,PROTEXT MOBILITY INC, , , , , , , , , 
PROVIT SS Equity,PROVIDE IT SWEDEN AB,0,0,0,0,0,0,0,0,0
PRXM US Equity,PROXIM WIRELESS CORP, , , , , , , , , 
PSAN GR Equity,PSI SOFTWARE SE,12.1404,13.3101,8.9909,9.5146,9.5848,9.4982,0.8602,1.3515,0
PTC US Equity,PTC INC,30.2391,30.037,32.8593,36.5668,36.0754,25.1121,27.6197,30.1818,32.0413
PTSH US Equity,PTS INC, , , , , , , , , 
PUBM US Equity,PUBMATIC INC-CLASS A,6.2019,3.2304,4.2562,4.1013,0,0,0.1549, , 
PUGE US Equity,PUGET TECHNOLOGIES INC, , , , , , , , , 
PULS LN Equity,PULSAR GROUP PLC,3.664,2.7931,2.609,4.3188,11.2918,0.0824,4.5144,30.0303,26.263
PLFX US Equity,PULSE EVOLUTION CORP, , , , , , , , , 
PSTG US Equity,PURE STORAGE INC - CLASS A,7.3273,21.1851,29.195,32.2194,25.2621,22.7989,0,0,0
TPE GR Equity,PVA TEPLA AG,8.2075,6.4674,3.7454,0.9166,1.6655,2.5087,1.8519,3.2612,12.0503
PWCO US Equity,PWRCOR INC, , , , , , , , , 
QBY GR Equity,Q.BEYOND AG,6.1778,6.0728,5.5768,8.5741,9.3737,9.8729,42.6594,46.0546,49.4015
QTWO US Equity,Q2 HOLDINGS INC,41.7919,45.4867,53.3581,44.9063,42.4261,46.561,39.4037,0,0
QBNK SS Equity,QBNK HOLDING AB,0,0,0,0,0,0,0,0,0
QLIRO SS Equity,QLIRO AB,0,2.7064,2.3782,16.3241,10.3245,13.6321,23.6479,23.9967, 
QLOSRB SS Equity,QLOSR GROUP AB,9.8005,16.9631,32.1086,11.2703,0,0,0,0,0
QCORE SS Equity,QLUCORE AB,3.5364,4.0765,4.375,10.0236,20.6573,19.9167, , , 
QRVO US Equity,QORVO INC,31.3395,31.9279,28.3124,25.0751,25.1211,15.8576,15.4084,15.1657,14.9789
QPR1V FH Equity,QPR SOFTWARE OYJ,23.7216,30.9763,30.6235,29,15.5962,11.1888,0,0,0
QTCOM FH Equity,QT GROUP OYJ,1.8076,9.9332,15.81,14.527,4.323,8.1627,1.6254,1.8301,21.0814
QDT FP Equity,QUADIENT SA,24.1175,34.3798,32.5148,34.662,37.4571,30.4776,31.1878,30.6264,31.787
QLCO GA Equity,QUALCO GROUP SA,35.9274,36.6018,35.4863, , , , , , 
QCOM US Equity,QUALCOMM INC,27.9943,31.4792,32.9681,39.5223,45.6004,48.3448,50.0826,33.4316,22.4546
QUAL GA Equity,QUALITY AND RELIABILITY S.A., ,42.8519,40.9564,44.4028,44.9206,33.4344,28.7972,27.2342,24.7644
QBAK US Equity,QUALSTAR CORP,5.6803, , , ,5.4418,7.0233,0,0,0
QLYS US Equity,QUALYS INC,4.8505,3.537,6.0178,5.9568,7.7951,7.6755,0.2672,0,0
QGSI US Equity,QUANTGATE SYSTEMS INC, , , , , , , , , 
QUBT US Equity,QUANTUM COMPUTING INC,1.0543,1.1297,8.7937,0.6795,1.4302,1085.3655,176.4176, , 
QMCO US Equity,QUANTUM CORP,49.7684,38.7944,52.293,53.0084,101.241,85.1913,60.9389,56.8176,58.5265
QNC CN Equity,QUANTUM EMOTION CORP,2.4955,2.4305,0,1.7277,4.7404,0,0,0,0
QTRH CN Equity,QUARTERHILL INC,23.5642,22.9953,21.8323,27.1305,1.2373,2.7425,1.2931,2.8228,0
QUEST GA Equity,QUEST HOLDINGS SA,18.5186,23.4743,24.3847,17.2218,22.3111,19.0106,11.1797,16.058,13.6205
QUIK US Equity,QUICKLOGIC CORP,42.0946,46.8488,50.3099,51.7723,54.9562,51.7513,42.7423,27.0093,28.4243
QIS CN Equity,QUORUM INFORMATION TECH INC,17.0936,28.2274,32.1033,27.0952,26.7309,25.0866,2.8901,2.2677,1.8438
MODE LN Equity,R8 CAPITAL INVESTMENTS PLC, ,234.0483,152.015,0, ,158.2186,0,0, 
RDAR US Equity,RAADR INC, , , , , , , , , 
RXT US Equity,RACKSPACE TECHNOLOGY INC,108.7423,83.8191,71.4663,63.6734,63.7336,70.3877,70.3423, , 
RAD CN Equity,RADIAL RESEARCH CORP,157.4861,113.7838,90.3498,35.3156,39.0852,0,0, , 
RAIL CN Equity,RAILTOWN AI TECHNOLOGIES INC, , , , ,0,0, , , 
RMDX SS Equity,RAILWAY METRICS & DYNAMICS S,0,0,0,0, , , , , 
VCTL US Equity,RAINMAKER SYSTEMS INC, , , , , , , , , 
RMBS US Equity,RAMBUS INC,2.2448,2.4406,4.3928,16.1261,15.5872,14.5658,10.4275,24.0046,16.1031
RWWI US Equity,RAND WORLDWIDE INC, , , , , , , , , 
RLOSB SS Equity,RANLOS AB, ,0,11.1379,5.8249,24.4554,50.6845,0, , 
RPLAN SS Equity,RANPLAN GROUP AB,208.9436,86.7985,56.0004,0,37.7823,43.1742,0,0,0
RPD US Equity,RAPID7 INC,61.6315,68.0625,67.2807,70.4128,50.8076,39.8057,31.2295,0,0
RPDT US Equity,RAPIDTRON INC, , , , , , , , , 
RPI LN Equity,RASPBERRY PI HOLDINGS PLC,1.8709,2.6681,1.1004,1.669, , , , , 
RAYB SS Equity,RAYSEARCH LABORATORIES AB,22.5678,27.1095,29.6056,32.2269,11.3866,13.5045,11.8957,8.0905,0
RCMT US Equity,RCM TECHNOLOGIES INC,31.9344,28.2179,15.6405,25.0137,24.5394,42.9642,33.7873,37.2262,20.4938
REALCONS GA Equity,REAL CONSULTING IT BUSINESS, ,15.1325,19.0891,24.127,35.9609,36.1595, , , 
REAL CN Equity,REAL MATTERS INC,2.1023,3.1871,4.2772,4.1386,3.1651,0.0049,0.092,0.2392,8.571
REALFI SS Equity,REALFICTION HOLDING AB,23.8203,3.2048,4.6248,4.7898,5.8839,10.4694,18.7263,20.6598,45.0335
RTC GR Equity,REALTECH AG,4.5543,4.7844,6.3115,4.9823,7.9418,8.687,2.9716,4.7194,22.1354
RBTI US Equity,RED BRANCH TECHNOLOGIES INC, , , , , , , , , 
RDVT US Equity,RED VIOLET INC,2.0278,2.7616,1.6664,2.5653,8.8703,6.0363,0,0,0
RCN LN Equity,REDCENTRIC PLC,40.9174,38.6954,15.4443,17.4542,27.9214,20.0181,24.9235,31.0031,24.7919
RCT US Equity,REDCLOUD HOLDINGS PLC,131.653,132.3387,247.1927, , , , , , 
REGU AV Equity,REGUEST SPA, , , , , , , , , 
REKR US Equity,REKOR SYSTEMS INC,22.876,20.2472,22.3771,8.9872,5.9576,71.4611,21.6561,24.6111, 
RLBY US Equity,RELIABILITY INC,0.4067,0,0,0,42.7385,18.7728,1296.6165,1118.9855,295.2853
RMTD US Equity,REMOTE DYNAMICS INC, , , , , , , , , 
RW CN Equity,RENOWORKS SOFTWARE INC,0,0,0,3.8534,13.5203, ,15.3719,11.0535,12.6919
REY IM Equity,REPLY SPA,7.1654,8.9182,10.9388,9.0241,11.7661,10.5189,5.8084,6.2224,8.6585
TRAK US Equity,REPOSITRAK INC,0.9323,1.477,6.0148,12.163,13.983,11.0991,10.1647,11.2509,8.3712
RST LN Equity,RESTORE PLC,42.225,43.2982,40.058,41.397,42.8715,46.4639,30.9178,29.7333,29.2459
RETI IM Equity,RETI SPA,16.3065,18.1343,25.0627,33.3386,43.864,52.0499, , , 
RSS SM Equity,REVENGA INGENIEROS SA, , , , , , ,40.6802,46.4879,35.4722
REVO CN Equity,REVOLUGROUP CANADA INC, ,0,5.4275,10.213,1.1518,0.1775,0.4196,0.9691,1.2992
RZLV US Equity,REZOLVE AI PLC, ,0, ,0, , , , , 
RBBN US Equity,RIBBON COMMUNICATIONS INC,33.0023,25.087,30.8966,32.9026,30.7428,12.8315,8.264,4.6658,0
ALRIB FP Equity,RIBER SA,7.8225,12.1856,17.3751,22.2825,22.5125,1.4535,1.1502,0,0.0038
RELL US Equity,RICHARDSON ELEC LTD,1.4342,1.2406,1.6817,1.5464,2.2731,0,0,0,0
RGTI US Equity,RIGETTI COMPUTING INC,3.09,11.5069,15.1581,0,0, , , , 
RMNI US Equity,RIMINI STREET INC,26.1833,20.8189,22.7912,25.9123,7.7486,0.1854,2.029,67.8803,88.6152
RNG US Equity,RINGCENTRAL INC-CLASS A,88.7317,81.7706,80.8283,56.1832,66.8982,29.6161,40.9864,0,5.9459
RISK SS Equity,RISK INTELLIGENCE A/S,15.8808,28.5371,29.4824,30.4839,41.0145,16.5731,21.5759,35.2841,16.8992
RISMA DC Equity,RISMA SYSTEMS A/S,0,0,0,0,0,0, , , 
RIVF US Equity,RIVULET ENTERTAINMENT INC, ,0,14445.6523,164.1011,139.0943,57.0746,74.6806,31.1212,25.6904
RIWI CN Equity,RIWI CORP,16.2031,0,0.5724,1.4236,2.1673,3.6516,0,0,0
RBSY US Equity,ROBOSERVER SYSTEMS CORP, , , , , , , , , 
RBT SM Equity,ROBOT SA,40.8192,51.6949,49.4347,44.5936,38.4136,27.5457,27.3678, ,44.5589
RCTY US Equity,ROCKET CITY ENTERPRISES INC, , , , , , , , , 
RTNB US Equity,ROOT9B HOLDINGS INC, , , , , , , , ,25.6385
ROP US Equity,ROPER TECHNOLOGIES INC,24.9691,23.1902,25.4711,34.2424,40.8345,30.6595,32.4057,36.0115,43.3478
RDT LN Equity,ROSSLYN DATA TECHNOLOGIES PL,0,0,0,8.5037,23.7361,22.7364,15.3082,0,0
RCHN US Equity,ROUCHON INDUSTRIES INC, , , , , , , , , 
ROI CN Equity,ROUTE1 INC,43.4767,48.4248,40.3969,31.2552,28.818,24.2503,0,0,0
ROV DC Equity,ROVSING A/S,29.122,23.1033,44.632,32.8704,30.0606,30.1851,19.7956,17.3786,20.4603
RINVS US Equity,RSE INNOVATION SER #URL5, , , , , , , , , 
RTX DC Equity,RTX A/S,11.2379,9.7585,10.631,12.6509,9.7505,0,0,0,0
R1B GR Equity,RUBEAN AG, , , , , ,2.0293,2.5298,2.9132,3.0729
RBTC US Equity,RUBICON TECHNOLOGIES INC, ,75.7541,68.3016,0, , , , , 
RBCN US Equity,RUBICON TECHNOLOGY INC, , ,26.2796,0,0,0,0,0,0
RBRK US Equity,RUBRIK INC-A,36.651,28.0873, , , , , , , 
RVYL US Equity,RYVYL INC,17.2274,15.7961,64.6268,45.8542,11.4111,14.4063,89.1525, , 
SOI FP Equity,S.O.I.T.E.C.,27.6422,26.4592,28.246,40.8389,24.4342,26.5562,16.2809,30.0631,67.3095
SBIO CN Equity,SABIO HOLDINGS INC,7.4132,12.1543,7.4313,0, , , ,0, 
SPAI US Equity,SAFE PRO GROUP INC,4.9436,18.9327,8.686, , , , , , 
SFTR SS Equity,SAFETURE AB,0,0,0,1.9555,5.9989,11.1895,7.5235,9.4006,0
SGE LN Equity,SAGE GROUP PLC/THE,34.2496,31.936,31.3655,24.4518,26.6487,22.8086,27.7661,30.2623,21.762
SAIL US Equity,SAILPOINT INC,20.5833,19.6707, , , , , , , 
CRM US Equity,SALESFORCE INC,13.586,15.0523,15.0931,9.6665,11.3431,10.9445,7.8239,11.4211,10.0768
SLNM US Equity,SALON MEDIA GROUP INC, , , , , ,229.1753,208.4477,102.9039,49.1642
IOT US Equity,SAMSARA INC-CL A,5.7349,7.6017,9.2453,19.5429,29.2092, , , , 
SNDK US Equity,SANDISK CORP, , , , , , , , , 
STC CN Equity,SANGOMA TECHNOLOGIES CORP,22.2414,26.0095,24.595,16.5089,19.0753,4.0697,2.0874,14.2465,5.8916
SANM US Equity,SANMINA CORP,7.9643,8.6434,8.5202,9.1788,10.647,9.8662,14.8751,12.4725,12.7571
